GAT_Score,IELTS_Score,University_Rating,SOP,LOR,CGPA,Research,Chance_of_Admit
277,69.8,5,4.0,1.5,6.74,1,0.42
303,104.5,1,1.5,1.0,8.75,1,0.43
286,70.6,3,1.5,3.0,6.56,1,0.42
285,73.1,3,5.0,3.5,4.99,0,0.35
319,66.1,4,3.0,2.0,6.6,0,0.47
277,105.1,3,3.0,1.5,7.31,1,0.48
315,97.9,4,1.5,2.0,9.76,0,0.58
290,85.4,2,3.5,3.5,5.36,1,0.41
318,70.6,2,3.5,5.0,7.4,1,0.6
261,93.3,4,5.0,2.0,7.36,0,0.36
298,98.8,3,4.0,4.0,7.83,0,0.57
320,74.8,3,1.0,5.0,5.4,0,0.45
322,79.1,1,3.5,1.0,9.46,1,0.57
277,72.8,5,3.5,3.5,6.07,1,0.46
276,81.4,5,2.5,5.0,6.72,1,0.5
298,74.7,4,3.0,1.5,8.16,1,0.57
330,89.2,1,3.5,1.5,9.44,0,0.56
313,116.3,4,3.0,1.5,7.16,0,0.53
335,76.9,5,5.0,1.5,4.45,0,0.47
294,84.8,5,2.0,4.0,6.93,0,0.54
270,82.3,5,4.5,3.0,4.41,1,0.37
320,71.9,4,3.0,2.0,9.42,0,0.6
303,118.4,4,1.0,1.5,7.46,1,0.61
327,91.1,3,3.5,1.0,5.72,0,0.49
284,96.1,4,5.0,1.5,9.15,1,0.64
307,70.9,4,1.5,2.0,7.96,0,0.43
291,108.4,5,2.5,4.0,7.24,1,0.62
263,112.5,3,3.5,2.0,8.93,0,0.41
297,90.6,1,3.5,1.5,4.37,0,0.3
322,79.1,3,5.0,4.0,5.79,0,0.57
306,75.4,1,1.0,3.0,8.32,0,0.44
260,65.3,4,1.5,4.0,7.24,1,0.33
262,85.2,5,1.5,4.5,5.38,1,0.41
321,95.0,5,3.0,2.0,9.89,1,0.73
323,88.2,1,1.0,3.0,9.42,0,0.52
276,91.4,4,4.5,2.0,4.69,0,0.3
337,113.5,5,4.0,4.5,6.95,0,0.7
321,76.2,1,5.0,2.5,5.98,0,0.46
294,95.1,1,3.5,4.0,4.5,1,0.41
272,69.2,3,3.5,2.0,6.7,0,0.3
294,97.7,2,3.0,4.5,4.87,0,0.37
302,65.4,5,4.5,2.5,7.85,1,0.54
261,68.6,2,3.5,2.5,9.19,0,0.37
315,69.5,4,3.5,2.0,6.58,1,0.43
336,97.5,5,4.0,5.0,9.28,1,0.92
310,101.0,4,5.0,4.5,4.42,0,0.57
313,60.6,1,4.5,1.0,7.73,1,0.49
275,109.6,4,2.5,1.0,7.43,1,0.43
277,108.0,5,2.5,1.5,6.22,1,0.48
266,73.0,4,2.5,1.0,5.55,1,0.34
304,65.4,3,3.0,2.0,8.72,0,0.47
295,94.9,4,1.0,4.0,7.93,1,0.53
300,112.1,1,4.0,2.0,5.84,1,0.53
301,81.1,2,4.0,5.0,7.42,1,0.62
266,117.9,3,1.5,3.0,6.63,1,0.47
274,118.5,4,4.5,2.5,7.57,1,0.6
319,60.9,4,3.0,2.5,6.53,0,0.43
299,99.3,5,4.0,3.0,7.05,1,0.61
296,81.1,2,4.0,2.5,8.19,1,0.51
325,68.4,2,1.0,3.5,9.34,0,0.51
314,104.4,3,2.5,3.0,5.55,0,0.55
336,103.0,3,2.5,1.5,6.33,1,0.6
339,63.1,3,1.5,4.5,5.25,0,0.45
315,68.4,1,4.0,2.0,7.72,1,0.47
303,64.6,3,3.5,2.0,8.41,0,0.48
316,95.6,3,4.5,5.0,9.55,1,0.83
265,77.2,2,3.0,3.5,5.19,0,0.3
291,93.7,2,1.0,3.5,5.81,1,0.39
333,101.1,5,2.5,2.0,5.72,0,0.57
277,81.0,2,4.5,4.5,6.76,0,0.44
327,80.9,2,3.0,3.5,5.21,1,0.51
332,104.9,4,4.0,3.5,8.23,1,0.78
266,81.2,3,2.5,3.0,7.1,1,0.35
267,81.0,1,4.5,5.0,6.69,0,0.34
323,96.1,4,1.5,3.0,4.71,0,0.46
266,64.2,3,5.0,5.0,7.5,1,0.5
300,80.5,2,5.0,1.5,5.16,0,0.3
299,67.9,3,4.5,1.5,7.57,0,0.42
262,112.9,2,2.5,1.0,7.34,0,0.34
276,79.8,1,5.0,1.5,5.29,1,0.31
325,88.1,5,3.0,1.5,8.71,1,0.71
338,65.2,5,5.0,2.0,9.67,0,0.71
311,89.7,5,4.5,1.0,9.71,1,0.72
281,99.5,1,2.5,5.0,6.07,0,0.39
263,62.7,1,5.0,4.5,6.45,1,0.38
265,79.9,1,1.0,2.0,9.89,0,0.37
297,93.4,5,1.0,4.0,8.45,1,0.61
285,119.8,3,4.0,3.0,5.47,1,0.56
270,106.0,3,1.0,2.0,7.62,0,0.32
276,94.0,2,2.0,4.0,8.33,0,0.48
290,72.5,5,5.0,2.0,4.07,1,0.36
336,118.1,5,4.5,4.5,8.6,1,0.84
294,72.1,4,2.0,5.0,6.41,0,0.42
275,69.3,1,2.0,2.5,8.14,0,0.31
338,85.5,4,3.5,2.0,6.97,0,0.56
277,104.4,5,3.0,3.5,5.22,1,0.47
321,65.5,3,3.5,4.5,9.39,0,0.64
286,71.1,5,2.0,1.0,6.81,0,0.39
294,97.5,5,2.5,4.0,9.18,0,0.64
304,61.4,2,4.5,4.0,4.1,0,0.32
294,99.6,4,2.0,2.5,8.51,1,0.58
287,63.9,3,1.0,1.0,4.45,1,0.3
268,82.1,1,5.0,5.0,7.29,0,0.41
335,84.9,2,4.0,2.5,5.34,1,0.52
274,98.6,1,5.0,3.5,8.64,0,0.49
280,79.8,2,4.0,4.0,8.4,0,0.49
311,65.7,5,3.5,3.5,5.75,1,0.53
294,68.4,3,4.5,1.5,9.91,1,0.55
310,86.5,2,2.5,3.0,5.76,0,0.4
314,94.4,1,2.0,4.0,8.9,1,0.57
336,116.2,3,4.5,2.5,6.16,0,0.68
303,93.3,5,2.0,1.5,8.03,0,0.54
324,102.0,1,1.0,1.5,8.64,0,0.49
339,71.4,1,2.5,3.0,9.32,0,0.53
284,119.5,1,1.0,2.0,5.49,0,0.3
306,68.8,3,2.5,4.0,4.97,1,0.41
339,93.8,2,1.0,2.0,8.35,0,0.55
315,116.8,4,2.5,1.5,6.87,0,0.62
297,88.0,2,3.5,3.5,5.0,0,0.44
270,114.2,3,5.0,2.0,6.12,0,0.47
326,95.2,2,3.5,3.5,6.18,0,0.58
274,111.1,5,4.0,2.5,5.78,0,0.49
260,102.8,4,4.0,1.5,5.11,1,0.35
266,95.3,3,3.5,4.5,5.02,0,0.37
260,66.9,3,1.5,4.5,5.31,1,0.3
308,77.5,4,4.5,3.0,5.71,1,0.55
332,67.3,5,3.0,5.0,5.99,0,0.57
288,92.9,2,4.0,3.0,9.19,0,0.52
285,86.3,4,3.0,5.0,6.36,1,0.5
304,85.8,3,2.5,5.0,6.37,0,0.45
330,77.0,2,1.5,4.5,6.95,1,0.5
271,109.0,1,1.0,5.0,4.27,0,0.3
291,85.5,1,1.0,3.0,4.04,1,0.3
279,76.8,3,1.0,1.5,8.59,0,0.37
310,75.8,1,5.0,1.5,4.37,1,0.39
340,78.5,4,4.5,5.0,8.32,0,0.77
295,109.7,5,2.5,2.0,6.0,0,0.5
326,82.0,3,3.5,4.0,6.94,1,0.56
260,74.6,5,1.5,2.0,7.71,0,0.36
286,113.4,1,3.0,2.5,8.02,1,0.53
299,113.7,2,3.5,4.0,5.62,0,0.51
273,100.9,3,1.0,3.5,8.57,0,0.42
328,109.6,1,4.0,1.5,8.89,0,0.71
338,109.9,5,5.0,1.0,6.3,1,0.68
265,101.8,2,1.0,2.5,8.38,1,0.36
292,87.9,5,3.0,4.0,5.86,0,0.54
314,116.7,2,1.5,4.5,5.56,1,0.55
278,79.7,1,4.0,5.0,4.46,0,0.3
336,107.5,5,2.5,1.0,5.24,1,0.59
288,73.6,1,4.5,3.5,6.71,1,0.49
320,99.1,3,3.0,1.5,8.87,1,0.66
329,109.8,2,1.0,2.0,4.81,1,0.43
338,103.4,1,3.0,4.5,9.11,0,0.73
339,102.5,5,2.0,5.0,8.42,1,0.84
283,87.9,2,1.0,1.0,5.07,0,0.3
282,114.0,1,3.0,4.0,7.04,1,0.51
269,78.8,1,4.0,5.0,6.73,1,0.36
313,114.4,1,4.0,2.5,5.46,0,0.5
300,62.2,2,3.5,1.0,7.58,1,0.41
308,96.0,5,4.5,3.0,4.26,0,0.51
276,97.4,3,1.0,1.5,8.17,0,0.39
315,75.8,1,1.0,2.5,4.67,1,0.31
304,105.3,2,1.5,1.5,4.77,1,0.38
289,71.5,3,1.0,2.0,7.68,0,0.32
303,84.8,4,4.0,2.0,7.64,1,0.59
333,114.0,5,4.0,2.0,9.26,1,0.82
314,83.7,4,2.5,5.0,4.43,1,0.53
278,109.6,5,5.0,1.5,8.95,0,0.57
288,65.9,5,4.0,5.0,6.01,0,0.49
261,66.9,2,2.5,5.0,8.53,0,0.38
295,70.7,3,2.5,2.5,4.7,0,0.3
278,69.9,3,2.5,5.0,8.06,1,0.46
266,118.7,3,3.0,1.0,9.08,0,0.41
285,66.7,1,5.0,3.5,9.21,1,0.52
338,69.0,4,3.0,1.5,5.71,1,0.52
297,70.2,4,4.0,3.5,4.03,0,0.38
262,95.9,3,3.0,2.5,5.17,0,0.3
339,89.6,3,3.0,5.0,6.07,0,0.57
325,103.4,1,5.0,4.5,7.53,0,0.66
330,80.6,5,4.5,1.0,4.49,1,0.55
302,62.4,1,4.5,1.5,7.78,0,0.38
321,80.8,5,3.5,2.5,5.54,1,0.59
330,106.4,1,1.5,4.5,7.88,1,0.66
283,108.9,4,1.5,3.0,9.2,1,0.61
298,102.8,1,1.5,4.5,8.24,1,0.56
327,84.2,3,4.5,4.0,8.82,1,0.72
303,96.6,4,1.0,2.0,9.83,0,0.57
264,68.6,3,4.5,4.5,9.54,1,0.57
314,75.1,4,4.5,5.0,5.97,0,0.52
289,74.8,3,3.0,4.0,9.84,0,0.56
288,64.5,3,2.0,3.0,5.69,1,0.38
285,116.4,1,5.0,3.5,5.68,0,0.46
285,85.9,3,5.0,4.5,9.56,0,0.65
296,112.4,5,1.5,2.0,8.43,1,0.67
312,73.3,3,3.0,2.5,7.08,1,0.51
289,106.1,5,2.5,4.5,7.37,0,0.59
262,108.2,1,4.0,2.0,8.87,0,0.49
302,60.3,5,3.5,3.0,9.61,1,0.57
266,62.0,3,3.5,3.0,7.47,1,0.37
308,115.3,2,4.0,3.0,6.33,1,0.57
332,94.1,1,1.0,1.0,8.09,0,0.47
300,77.1,2,5.0,5.0,7.73,1,0.62
336,71.2,1,3.5,2.0,6.52,1,0.52
338,109.1,3,5.0,3.5,8.85,0,0.84
313,71.6,1,1.0,2.0,9.58,1,0.5
328,110.6,4,3.0,4.0,9.09,0,0.73
286,97.3,2,2.0,4.0,9.1,0,0.49
267,99.6,5,4.5,3.5,4.85,0,0.43
291,86.2,3,3.0,2.5,5.68,1,0.4
323,62.2,2,1.0,3.0,6.65,1,0.43
269,93.3,5,4.0,1.0,5.23,0,0.3
272,102.8,1,3.5,5.0,6.79,1,0.43
322,60.2,2,3.5,1.0,9.01,1,0.52
294,61.6,5,2.5,1.5,5.52,1,0.37
320,114.4,3,2.5,1.0,5.69,0,0.48
313,100.8,4,1.0,2.5,5.04,1,0.43
267,107.4,3,4.0,2.5,6.79,0,0.4
288,61.6,5,2.5,4.5,5.63,1,0.39
300,84.0,3,3.0,5.0,5.99,0,0.41
289,104.8,3,3.0,3.5,9.98,0,0.64
280,65.5,4,5.0,2.0,6.38,0,0.39
335,71.3,1,3.0,2.0,8.59,1,0.59
270,90.5,1,2.0,3.0,5.7,0,0.3
261,113.6,2,5.0,1.0,5.82,0,0.33
309,79.7,3,2.5,3.5,8.86,1,0.62
300,109.7,3,1.0,1.5,5.89,0,0.39
325,60.6,2,3.5,3.5,7.1,0,0.54
262,70.9,4,2.0,3.5,4.18,1,0.3
339,77.4,1,2.0,4.0,4.63,0,0.38
310,102.5,3,4.0,5.0,8.85,1,0.74
327,94.8,5,1.0,1.0,7.82,0,0.56
284,75.9,4,1.5,3.0,4.46,0,0.31
289,94.9,2,1.5,4.5,8.62,0,0.46
270,113.4,2,5.0,4.0,9.7,1,0.62
276,88.2,5,4.0,5.0,5.61,0,0.44
285,101.8,2,1.5,1.5,5.69,1,0.37
282,80.7,5,3.0,5.0,7.21,1,0.59
315,102.8,3,1.0,4.5,7.36,0,0.57
311,112.0,1,2.5,1.5,6.58,1,0.52
307,94.0,5,1.5,4.5,8.86,1,0.62
279,83.2,2,1.0,2.0,9.05,0,0.39
261,105.3,3,1.5,5.0,5.22,1,0.4
290,117.4,1,3.0,2.5,7.09,1,0.49
286,64.1,1,2.0,3.0,6.87,1,0.35
261,91.0,3,2.5,4.5,7.92,0,0.42
337,70.9,4,5.0,4.5,5.61,1,0.63
263,76.4,5,2.5,1.5,5.88,1,0.3
272,98.2,5,3.0,5.0,6.43,0,0.51
294,117.6,3,1.0,1.5,7.68,1,0.54
331,111.2,1,5.0,4.5,5.56,1,0.65
325,75.5,4,5.0,3.0,6.39,1,0.6
265,61.5,4,2.5,1.0,6.99,1,0.33
290,96.0,4,5.0,4.5,5.46,1,0.62
269,92.0,4,2.5,3.5,6.87,0,0.44
280,87.6,1,4.0,2.5,9.01,1,0.49
333,88.5,3,4.0,2.5,5.42,1,0.58
282,95.5,4,1.0,5.0,6.34,1,0.48
262,83.8,1,2.0,1.5,4.3,1,0.3
291,70.3,5,1.0,4.5,5.45,0,0.37
279,75.5,4,4.5,5.0,4.58,0,0.38
333,63.8,2,2.5,1.0,5.34,1,0.4
288,63.4,2,1.0,4.5,4.14,1,0.3
311,112.0,1,3.5,2.0,7.22,1,0.55
305,67.5,5,4.5,3.5,10.0,0,0.68
293,64.1,5,2.5,1.0,4.12,1,0.3
320,109.6,5,1.0,2.5,5.23,0,0.45
331,117.2,3,2.0,4.5,9.69,0,0.74
330,72.3,1,3.0,2.5,7.75,1,0.57
329,105.4,4,1.5,4.0,6.52,1,0.67
270,69.8,4,5.0,1.5,5.7,1,0.32
322,100.8,4,1.0,1.5,8.46,0,0.53
280,100.8,1,2.0,5.0,9.78,1,0.55
262,85.8,1,1.0,1.0,4.83,1,0.3
269,112.9,1,5.0,5.0,9.11,0,0.53
286,67.3,4,1.0,1.5,7.25,0,0.3
271,88.6,4,1.5,1.5,8.38,0,0.4
266,96.1,1,5.0,4.5,9.34,0,0.53
276,105.5,4,3.0,2.5,6.59,1,0.46
324,68.6,2,1.5,1.5,5.63,1,0.35
323,92.1,5,3.5,3.5,6.33,0,0.59
285,87.3,3,1.0,3.0,5.93,1,0.37
274,85.0,5,1.5,3.5,8.01,0,0.49
292,81.6,1,2.0,1.5,5.53,0,0.3
321,119.8,4,2.0,2.5,7.75,1,0.71
306,70.2,1,3.0,1.0,9.43,1,0.52
294,105.2,4,1.0,3.0,5.88,0,0.46
324,82.6,2,1.5,4.0,4.91,0,0.39
331,98.9,3,3.5,3.0,5.21,0,0.55
335,119.3,5,2.5,3.5,7.01,1,0.76
284,88.7,5,3.5,4.5,7.76,0,0.55
316,109.5,2,3.5,2.5,8.66,0,0.63
291,64.6,5,2.5,3.5,4.65,0,0.31
322,93.3,2,1.5,4.0,7.44,0,0.5
271,82.9,5,2.0,2.0,7.66,0,0.36
322,101.9,4,5.0,4.5,8.64,0,0.77
336,62.2,5,4.5,4.5,6.49,1,0.7
260,86.9,4,4.0,3.0,9.35,0,0.53
310,89.7,1,4.5,4.5,7.59,1,0.57
329,110.7,2,2.0,1.0,8.42,0,0.57
267,83.1,1,3.5,1.5,4.07,0,0.3
327,79.2,4,3.0,3.5,6.34,1,0.62
264,83.3,1,3.0,5.0,5.96,0,0.35
298,86.3,5,1.0,3.0,6.05,1,0.5
282,75.3,4,3.0,3.5,7.48,0,0.48
327,62.7,4,1.5,1.5,9.06,1,0.58
311,119.4,4,3.0,3.5,9.78,1,0.8
263,105.9,3,1.5,2.5,9.25,1,0.45
306,119.1,1,1.0,4.0,9.46,0,0.57
280,99.8,4,4.5,4.5,6.92,0,0.58
315,113.0,1,2.5,2.0,6.6,1,0.57
325,87.0,3,5.0,1.5,7.49,1,0.67
318,80.9,4,1.5,3.5,9.82,0,0.63
266,119.6,1,3.0,2.0,5.09,0,0.32
308,70.2,4,2.5,3.0,5.69,1,0.48
275,73.0,3,2.0,1.0,9.17,1,0.44
276,100.1,3,1.0,2.0,6.52,1,0.39
334,75.3,5,1.5,1.5,9.49,1,0.72
293,85.9,4,4.5,1.0,6.78,1,0.56
292,115.9,3,1.5,5.0,4.27,1,0.47
285,75.9,3,4.5,2.5,8.95,1,0.52
325,90.6,1,3.0,2.0,6.63,0,0.42
322,104.2,2,1.0,4.5,9.1,0,0.57
300,64.3,4,3.0,4.5,6.03,1,0.46
317,64.3,1,3.5,2.0,5.59,1,0.43
338,104.8,5,2.0,1.5,8.8,1,0.76
269,115.2,2,5.0,4.0,6.53,1,0.54
274,95.5,5,1.0,1.0,9.46,1,0.52
301,62.3,4,4.0,3.5,4.7,1,0.43
316,87.1,1,1.5,1.0,6.44,0,0.38
276,103.2,1,4.0,1.0,9.94,0,0.47
319,97.9,2,1.5,1.5,5.88,1,0.44
268,71.9,2,4.0,5.0,8.21,0,0.38
295,63.2,5,4.0,3.0,7.61,1,0.54
332,113.4,4,4.5,2.5,6.44,1,0.71
339,73.6,3,4.0,4.0,6.03,1,0.63
295,119.7,4,3.5,1.0,6.78,0,0.48
307,66.9,4,1.0,5.0,8.94,1,0.58
310,66.9,4,4.0,2.0,6.78,0,0.46
329,100.1,3,2.0,5.0,8.36,1,0.72
333,76.2,4,2.5,1.0,4.66,0,0.35
339,118.5,4,4.0,2.0,4.15,1,0.58
327,74.2,1,5.0,1.0,7.53,1,0.57
281,97.4,5,3.5,3.5,8.5,0,0.59
336,84.4,2,5.0,1.0,7.68,1,0.64
339,65.4,3,3.5,1.5,9.73,0,0.64
265,102.5,1,1.0,4.5,7.63,1,0.42
285,107.4,3,2.0,3.0,7.16,1,0.57
334,109.6,5,2.5,1.5,5.38,1,0.63
262,89.4,2,4.0,1.0,4.59,0,0.3
311,118.6,5,2.0,4.0,6.08,0,0.53
333,108.0,2,2.0,5.0,5.68,0,0.53
319,86.4,3,2.0,1.5,7.49,1,0.48
322,66.0,4,5.0,5.0,8.47,0,0.69
324,75.3,3,1.5,3.0,4.86,1,0.46
311,106.3,2,4.0,3.5,8.87,1,0.71
335,112.8,2,3.0,1.5,6.9,1,0.54
273,99.7,2,1.5,4.5,8.22,0,0.45
331,83.3,3,4.0,2.5,5.62,0,0.49
327,81.4,4,1.5,4.5,9.09,0,0.62
287,81.5,5,1.5,4.5,9.86,1,0.65
330,89.5,5,3.5,4.5,8.02,1,0.77
269,103.5,5,5.0,3.5,9.64,1,0.69
316,69.8,1,1.0,2.0,9.98,0,0.56
325,61.3,5,4.5,1.5,5.3,1,0.54
309,64.6,5,2.0,3.0,5.6,0,0.42
273,100.0,1,2.0,1.5,4.77,1,0.3
275,110.9,1,4.5,1.0,7.02,0,0.4
313,84.4,2,4.0,1.0,8.48,1,0.53
302,80.3,2,3.0,3.5,8.27,1,0.57
301,61.2,5,4.5,2.5,8.59,0,0.52
340,63.7,1,3.5,2.0,6.3,1,0.48
281,105.3,2,4.0,3.0,7.48,0,0.5
327,65.4,4,5.0,2.5,9.13,0,0.67
278,109.7,4,1.5,2.5,9.48,1,0.63
325,106.9,3,5.0,1.5,6.95,1,0.63
298,109.2,3,4.0,4.5,4.12,1,0.48
332,101.2,3,5.0,1.0,4.39,1,0.51
278,61.3,5,1.5,3.0,9.24,0,0.43
275,86.6,2,3.0,3.5,8.41,1,0.47
313,69.4,1,5.0,2.5,7.88,0,0.52
284,80.3,2,1.5,5.0,5.69,0,0.32
277,93.4,5,1.5,3.0,5.58,1,0.4
282,103.9,1,1.5,4.0,8.88,1,0.53
270,73.9,3,5.0,5.0,8.86,1,0.57
298,80.1,5,4.5,1.0,9.31,1,0.65
327,72.6,5,4.0,3.0,4.68,0,0.48
284,119.1,1,3.5,3.0,8.88,0,0.56
322,115.8,2,3.5,3.0,7.81,0,0.66
289,99.2,3,1.5,2.0,8.58,0,0.45
304,109.5,1,4.0,3.0,5.01,0,0.39
320,103.1,4,2.0,3.5,5.49,1,0.61
310,110.9,3,4.5,5.0,6.63,1,0.65
268,116.2,1,1.5,3.5,7.69,1,0.44
335,115.8,3,4.5,4.5,8.67,0,0.83
261,94.5,1,3.0,3.0,9.96,0,0.4
264,117.9,4,1.0,1.0,4.74,0,0.3
321,84.5,5,1.5,2.5,4.02,1,0.45
328,71.6,3,3.0,2.0,4.64,0,0.37
311,73.9,4,3.5,2.0,4.09,1,0.36
264,87.5,4,3.5,3.0,7.92,0,0.37
318,75.2,1,1.5,1.5,4.62,1,0.31
327,67.6,4,4.5,3.5,7.58,1,0.66
268,83.8,2,2.0,2.0,4.17,1,0.3
281,94.9,4,5.0,4.5,9.78,1,0.71
286,118.1,5,3.0,1.0,6.87,0,0.48
269,97.2,4,4.0,5.0,5.14,1,0.41
339,106.4,2,3.0,5.0,5.19,0,0.58
320,100.9,5,4.5,4.5,5.4,1,0.66
310,83.1,1,4.0,5.0,6.25,1,0.53
269,71.3,2,3.5,1.5,6.83,1,0.38
265,76.9,3,5.0,4.5,8.24,1,0.56
321,112.6,5,1.0,3.0,4.47,1,0.52
264,69.3,1,1.0,3.5,9.53,1,0.36
329,65.9,1,5.0,3.0,7.13,0,0.47
322,111.2,5,5.0,4.5,5.47,1,0.77
315,92.9,1,3.0,2.5,9.27,1,0.63
318,101.0,2,5.0,1.5,6.45,0,0.51
322,109.5,1,5.0,2.0,7.92,0,0.6
318,80.4,1,2.0,4.5,6.05,1,0.43
310,105.0,5,2.5,2.5,7.15,0,0.53
309,97.9,5,3.0,2.5,8.35,1,0.67
263,61.5,3,2.0,3.5,9.01,0,0.31
307,103.2,4,3.0,5.0,9.72,1,0.78
291,80.7,5,5.0,4.5,7.25,1,0.63
310,72.5,5,4.0,4.5,6.91,0,0.59
311,117.7,1,1.0,2.0,9.47,0,0.53
333,106.2,5,1.0,1.0,5.06,0,0.51
293,61.5,5,2.5,2.5,9.01,1,0.6
295,105.6,4,1.5,3.0,9.79,1,0.62
329,111.0,3,3.5,1.5,5.63,0,0.46
302,81.4,1,4.5,4.5,8.64,1,0.54
275,79.6,1,1.0,5.0,7.12,0,0.3
318,85.4,2,1.0,5.0,4.76,0,0.4
312,88.0,2,2.0,4.5,8.59,1,0.62
278,82.8,1,2.0,1.0,7.98,1,0.41
300,90.4,1,5.0,4.5,4.2,1,0.47
340,118.4,2,2.5,5.0,6.53,0,0.68
306,61.9,1,1.0,2.5,6.18,0,0.3
313,119.0,4,3.0,1.5,6.64,0,0.56
314,111.0,4,3.5,3.0,9.32,0,0.72
278,107.8,4,4.0,2.0,7.6,1,0.55
321,87.0,5,5.0,4.5,9.33,0,0.78
318,64.5,5,2.0,3.5,8.48,0,0.58
324,97.1,4,1.0,4.0,6.25,0,0.57
327,113.7,3,1.0,3.0,9.64,0,0.71
287,85.5,1,5.0,3.5,6.57,0,0.4
277,64.2,4,5.0,2.5,7.95,1,0.52
285,60.3,1,2.5,4.5,5.11,1,0.31
278,67.2,3,2.5,5.0,5.94,0,0.37
314,96.4,3,2.5,4.0,4.61,1,0.48
316,119.5,3,4.5,3.0,7.46,0,0.64
265,102.7,2,3.5,1.0,9.35,1,0.47
260,69.4,3,4.5,2.5,6.96,0,0.33
267,111.8,3,4.0,2.5,8.29,0,0.48
310,99.6,4,5.0,3.5,8.74,1,0.75
284,78.1,3,2.0,4.5,6.88,1,0.49
306,90.1,1,4.5,2.0,5.88,1,0.46
314,84.2,4,2.0,3.5,4.79,1,0.47
323,112.3,2,2.5,2.0,6.41,0,0.53
269,117.2,5,4.5,1.0,8.32,0,0.59
315,67.4,5,3.0,4.5,9.06,1,0.67
271,68.8,2,1.5,5.0,8.4,1,0.44
292,64.9,2,3.5,1.5,5.25,0,0.3
330,82.8,1,3.5,3.0,4.18,0,0.39
276,118.3,3,3.0,1.0,5.52,1,0.43
320,119.2,5,5.0,1.0,7.32,1,0.66
269,95.8,3,5.0,3.0,6.07,0,0.42
290,87.8,5,2.5,2.0,6.13,1,0.51
319,78.1,5,4.0,5.0,7.98,1,0.68
329,60.0,4,2.5,4.0,4.68,1,0.47
276,75.8,1,4.0,1.0,5.08,1,0.3
309,68.8,4,5.0,3.0,8.85,0,0.61
296,60.1,1,2.5,3.0,4.69,0,0.3
321,113.8,4,3.5,2.5,9.44,1,0.78
339,65.1,5,2.5,2.0,7.4,1,0.62
331,102.5,1,3.0,3.0,5.74,0,0.51
336,115.5,5,1.5,2.5,6.9,1,0.63
288,67.6,1,2.0,1.0,6.1,1,0.3
291,74.4,2,3.0,3.5,9.93,0,0.49
339,74.1,4,4.5,1.5,6.08,0,0.51
270,65.2,1,4.0,4.5,8.16,1,0.45
265,114.6,2,5.0,1.5,4.77,0,0.32
294,110.9,2,4.5,2.0,6.03,0,0.47
292,82.8,3,1.5,4.0,9.0,1,0.52
277,106.2,3,1.5,3.5,6.82,1,0.46
296,90.6,2,1.0,4.0,9.69,0,0.49
272,100.7,2,4.0,3.0,7.89,1,0.55
333,101.3,1,5.0,2.0,4.96,1,0.57
340,106.5,1,2.5,4.5,4.67,0,0.53
323,114.0,2,1.5,4.0,5.32,1,0.52
260,107.3,3,2.0,4.5,5.88,0,0.36
322,102.4,2,4.5,2.5,8.06,0,0.63
293,97.3,2,4.5,4.5,9.83,0,0.57
269,72.5,4,5.0,2.5,7.38,1,0.52
266,77.0,2,3.5,1.5,5.67,1,0.3
315,64.5,4,4.5,5.0,5.69,1,0.6
339,75.5,1,4.0,1.5,9.15,1,0.65
296,92.6,2,3.0,3.5,9.34,1,0.6
288,117.2,2,5.0,5.0,8.56,1,0.71
271,67.6,2,1.0,2.0,9.15,0,0.3
276,86.6,5,4.0,4.5,5.52,1,0.51
307,105.1,5,4.0,1.0,4.8,0,0.49
285,107.6,1,2.0,3.0,6.7,0,0.35
271,71.5,3,1.5,1.0,7.65,0,0.3
280,70.7,1,1.0,2.0,5.34,0,0.3
301,96.6,1,1.0,1.5,8.94,1,0.48
320,114.8,5,5.0,4.0,6.99,1,0.78
317,108.3,1,3.5,1.0,5.91,1,0.47
313,83.1,4,2.5,4.5,5.96,1,0.57
293,99.5,5,2.0,4.5,5.64,1,0.53
266,75.3,2,1.0,1.0,7.03,1,0.32
294,88.3,3,3.5,4.0,6.86,1,0.53
274,92.1,1,2.5,1.5,7.67,1,0.37
324,98.3,3,3.5,3.0,4.7,1,0.56
284,84.0,1,1.5,1.0,8.87,0,0.35
318,61.9,3,4.5,4.0,8.72,1,0.64
338,115.7,4,2.5,3.5,4.3,1,0.64
265,117.4,5,2.0,4.5,6.41,0,0.47
311,101.2,4,1.0,2.5,5.77,1,0.47
338,76.0,4,4.5,2.0,5.63,1,0.55
280,95.7,3,2.5,4.0,6.22,0,0.43
330,76.6,2,3.5,3.0,7.82,1,0.58
291,101.9,3,3.5,2.5,9.93,0,0.58
312,81.6,4,5.0,5.0,4.98,0,0.58
318,93.4,4,2.0,4.5,8.08,0,0.59
328,63.5,3,4.0,3.5,8.86,1,0.68
321,119.8,1,3.0,2.5,7.38,0,0.56
263,99.7,5,4.5,1.0,9.2,0,0.53
277,116.4,5,3.0,5.0,8.18,0,0.63
340,104.7,5,2.5,5.0,9.14,0,0.81
315,93.7,1,2.0,4.0,4.86,0,0.37
283,104.2,1,2.0,1.5,4.37,0,0.3
325,88.2,1,2.0,2.5,5.0,0,0.39
272,117.6,4,2.5,4.0,8.95,0,0.53
321,106.5,1,2.5,1.0,9.67,0,0.52
313,67.3,1,1.0,3.5,7.93,0,0.46
